He,H,C,N,O,Ne,Mg,Si,Fe
0.02958933075540246,0.04033017063773135,1.239423845791768e-05,0.00038636096686303954,0.00026490436550492813,8.469979315675163e-05,4.940821267477179e-05,4.940821267477179e-05,9.175810925314761e-05
0.029670819148825262,0.040494277219893335,1.2480546662910127e-05,0.00038763147199282014,0.0002658807701623853,8.499730698904406e-05,4.9581762410275705e-05,4.9581762410275705e-05,9.208041590479774e-05
0.029751437969915688,0.04065664235076597,1.2566742574882069e-05,0.0003888870101024405,0.00026684752461664826,8.529165791757076e-05,4.9753467118582946e-05,4.9753467118582946e-05,9.239929607736833e-05
0.029831196811599025,0.04081728513948177,1.2652820496899701e-05,0.00039012776267233624,0.00026780472648245136,8.558288071287898e-05,4.9923347082512744e-05,4.9923347082512744e-05,9.271478743895225e-05
0.029910105164771907,0.04097622449319033,1.2738774937540167e-05,0.00039135390903324656,0.000268752472454531,8.587100977726508e-05,5.00914223700713e-05,5.00914223700713e-05,9.302692725870386e-05
0.0299881724194267,0.04113347911927254,1.2824600608121847e-05,0.00039256562639220535,0.00026969085831654187,8.61560791488193e-05,5.025771283681126e-05,5.025771283681126e-05,9.333575241122093e-05
0.030065407865763616,0.041289067527531184,1.2910292419996261e-05,0.00039376308985822,0.00027061997894989407,8.643812250542748e-05,5.042223812816603e-05,5.042223812816603e-05,9.364129938087978e-05
0.03014182069529094,0.041443008032357974,1.2995845481901054e-05,0.0003949464724676412,0.00027153992834251056,8.671717316872916e-05,5.058501768175868e-05,5.058501768175868e-05,9.394360426612327e-05
0.030217420001913204,0.04159531875487723,1.3081255097373637e-05,0.0003961159452092275,0.0002724507995975069,8.699326410803342e-05,5.0746070729686165e-05,5.0746070729686165e-05,9.424270278370289e-05
0.030292214783007677,0.04174601762506653,1.3166516762225019e-05,0.0003972716770489085,0.00027335268494179337,8.726642794419255e-05,5.0905416300778987e-05,5.0905416300778987e-05,9.453863027287528e-05
0.03036621394048923,0.04189512238385457,1.3251626162073413e-05,0.0003984138349542487,0.0002742456757345998,8.753669695343366e-05,5.10630732228363e-05,5.10630732228363e-05,9.483142169955314e-05
0.03043942628186354,0.04204265058519644,1.3336579169937231e-05,0.0003995425839186181,0.00027512986247592416,8.780410307114934e-05,5.121906012483712e-05,5.121906012483712e-05,9.51211116604118e-05
0.030511860521269023,0.042188619598126476,1.3421371843887039e-05,0.0004006580869850705,0.0002760053348149051,8.806867789564723e-05,5.137339543912756e-05,5.137339543912756e-05,9.54077343869512e-05
0.03058352528050737,0.04233304660878905,1.3506000424756148e-05,0.0004017605052699346,0.00027687218155811886,8.833045269185907e-05,5.152609740358446e-05,5.152609740358446e-05,9.569132374951402e-05
0.030654429090062902,0.0424759486224475,1.3590461333909452e-05,0.00040284999798612055,0.0002777304906778024,8.858945839500986e-05,5.167718406375575e-05,5.167718406375575e-05,9.597191326126069e-05
0.030724580390110928,0.04261734246547123,1.367475117107022e-05,0.0004039267224661446,0.0002785803493200007,8.884572561424722e-05,5.1826673274977546e-05,5.1826673274977546e-05,9.624953608210117e-05
0.030793987531515105,0.04275724478730149,1.3758866712204489e-05,0.0004049908341848773,0.00027942184381264207,8.909928463623159e-05,5.1974582704468425e-05,5.1974582704468425e-05,9.652422502258424e-05
0.030862658776813903,0.04289567206239589,1.3842804907462798e-05,0.00040604248678201564,0.00028025505967353866,8.935016542868738e-05,5.212092983340097e-05,5.212092983340097e-05,9.679601254774468e-05
0.030930602301196434,0.04303264059215182,1.3926562879178992e-05,0.0004070818320842844,0.0002810800816183158,8.959839764391604e-05,5.226573195895102e-05,5.226573195895102e-05,9.706493078090906e-05
0.030997826193467547,0.04316816650680907,1.4010137919925788e-05,0.0004081090201273698,0.0002818969935682681,8.984401062227063e-05,5.240900619632454e-05,5.240900619632454e-05,9.733101150745987e-05
0.031064338457002526,0.04330226576733189,1.4093527490626957e-05,0.00040912419917758656,0.0002827058786581445,9.008703339559291e-05,5.255076948076254e-05,5.255076948076254e-05,9.759428617855901e-05
0.031130147010691223,0.04343495416727059,1.4176729218725822e-05,0.0004101275157532838,0.00028350681924386203,9.032749469061321e-05,5.269103856952437e-05,5.269103856952437e-05,9.785478591483099e-05
0.031195259689872048,0.04356624733460292,1.425974089640996e-05,0.0004111191146459921,0.00028429989691014913,9.056542293231302e-05,5.2829830043849265e-05,5.2829830043849265e-05,9.811254151000578e-05
0.0312596842472556,0.04369616073355547,1.4342560478891838e-05,0.00041209913894131345,0.0002850851924781186,9.080084624725125e-05,5.296716031089657e-05,5.296716031089657e-05,9.836758343452221e-05
0.03132342835383828,0.043824709666405275,1.4425186082745353e-05,0.0004130677300395588,0.0002858627860127708,9.103379246685435e-05,5.310304560566504e-05,5.310304560566504e-05,9.861994183909223e-05
0.031386499599805884,0.043951909275261755,1.4507615984298037e-05,0.00041402502767613536,0.00028663275683042823,9.126428913067018e-05,5.3237501992890946e-05,5.3237501992890946e-05,9.886964655822604e-05
0.03144890549542725,0.04407777454382925,1.4589848618078854e-05,0.00041497116994168587,0.0002873951835061009,9.149236348958683e-05,5.337054536892566e-05,5.337054536892566e-05,9.911672711371909e-05
0.03151065347193813,0.044202320299150326,1.4671882575321581e-05,0.0004159062933019843,0.0002881501438807837,9.171804250901583e-05,5.350219146359257e-05,5.350219146359257e-05,9.93612127181005e-05
0.03157175088241533,0.04432556121333,1.475371660252355e-05,0.0004168305326175885,0.00028889771506868545,9.194135287204095e-05,5.3632455842023895e-05,5.3632455842023895e-05,9.960313227804438e-05
0.03163220500264126,0.044447511805241105,1.4835349600059879e-05,0.0004177440211632555,0.00028963797346439165,9.216232098253209e-05,5.376135390647705e-05,5.376135390647705e-05,9.984251439774311e-05
0.031692023031958866,0.044568186442210965,1.4916780620853027e-05,0.00041864689064711867,0.000290370994749959,9.238097296822531e-05,5.3888900898131435e-05,5.3888900898131435e-05,0.00010007938738224411
0.031751212094117236,0.04468759934168956,1.4998008869097835e-05,0.0004195392712296331,0.00029109685390194483,9.259733468376896e-05,5.401511189886523e-05,5.401511189886523e-05,0.00010031377924074973
0.03180977923810778,0.04480576457289935,1.5079033699041898e-05,0.0004204212915422884,0.0002918156251983689,9.28114317137362e-05,5.4140001833012786e-05,5.4140001833012786e-05,0.0001005457176898809
0.03186773143899119,0.044922696058466896,1.5159854613821505e-05,0.00042129307870609404,0.00029252738222561086,9.302328937560432e-05,5.4263585469102525e-05,5.4263585469102525e-05,0.00010077523015690471
0.031925075598715165,0.0450384075760365,1.5240471264353089e-05,0.000422154758349839,0.00029323219788524165,9.323293272270133e-05,5.438587742157577e-05,5.438587742157577e-05,0.00010100234378292645
0.03198181854692318,0.04515291275986606,1.5320883448280377e-05,0.0004230064546281276,0.0002939301444007906,9.344038654711973e-05,5.4506892152486506e-05,5.4506892152486506e-05,0.00010122708542604639
0.032037967041754094,0.04526622510240523,1.5401091108977337e-05,0.0004238482902391952,0.00029462129332444737,9.364567538259833e-05,5.4626643973182364e-05,5.4626643973182364e-05,0.00010144948166448154
0.03209352777063297,0.045378357955855965,1.5481094334607074e-05,0.0004246803864425047,0.0002953057155437003,9.38488235073717e-05,5.4745147045966825e-05,5.4745147045966825e-05,0.00010166955879965269
0.032148507351052964,0.04548932453371591,1.556089335723687e-05,0.0004255028630761284,0.0002959834812879109,9.404985494698816e-05,5.486241538574309e-05,5.486241538574309e-05,0.00010188734285923719
0.03220291233134852,0.04559913791230445,1.564048855200959e-05,0.0004263158385739154,0.0002966546601348248,9.424879347709646e-05,5.49784628616396e-05,5.49784628616396e-05,0.00010210285960018784
0.03225674919145989,0.04570781103227178,1.5719880436371683e-05,0.00042711942998244863,0.00029731932101702003,9.444566262620103e-05,5.509330319861727e-05,5.509330319861727e-05,0.00010231613451171779
0.03231002434368901,0.04581535670009109,1.5799069669358057e-05,0.0004279137529777924,0.0002979775322282921,9.464048567838666e-05,5.5206949979058884e-05,5.5206949979058884e-05,0.00010252719281825223
0.032362744133446884,0.045921787589533976,1.5878057050934096e-05,0.00042869892188203423,0.0002986293614299771,9.483328567601255e-05,5.531941664434066e-05,5.531941664434066e-05,0.00010273605948234696
0.03241491483999253,0.046027116243129294,1.595684352139522e-05,0.00042947504967962203,0.0002992748756572132,9.502408542237604e-05,5.5430716496386035e-05,5.5430716496386035e-05,0.00010294275920757408
0.03246654267716355,0.04613135507360559,1.603543016082427e-05,0.0004302422480334995,0.0002999141413251392,9.521290748434632e-05,5.554086269920202e-05,5.554086269920202e-05,0.0001031473164413752
0.03251763379409838,0.04623451636531714,1.6113818188607147e-05,0.0004310006273010418,0.00030054722423503296,9.539977419496824e-05,5.5649868280398144e-05,5.5649868280398144e-05,0.00010334975537788228
0.03256819427595037,0.0463366122756539,1.6192008963007152e-05,0.0004317502965497932,0.0003011741895803882,9.558470765603696e-05,5.575774613268823e-05,5.575774613268823e-05,0.00010355009996070671
0.03261823014459365,0.0464376548364354,1.627000398079845e-05,0.0004324913635730102,0.0003017951019529307,9.576772974064295e-05,5.5864509015375056e-05,5.5864509015375056e-05,0.00010374837388569654
0.03266774735932092,0.04653765595528872,1.6347804876959154e-05,0.0004332239349050104,0.0003024100253485738,9.594886209568822e-05,5.597016955581813e-05,5.597016955581813e-05,0.00010394460060366227
0.03271675181753327,0.04663662741701075,1.6425413424424604e-05,0.00043394811583633084,0.0003030190231733136,9.61281261443737e-05,5.6074740250884664e-05,5.6074740250884664e-05,0.00010413880332307153
0.03276524935542202,0.04673458088491476,1.6502831533901315e-05,0.00043466401042869634,0.0003036221582490649,9.630554308865812e-05,5.617823346838391e-05,5.617823346838391e-05,0.00010433100501271298
0.03281324574864264,0.046831527902161475,1.658006125374231e-05,0.00043537172152980144,0.0003042194928194365,9.648113391168851e-05,5.628066144848498e-05,5.628066144848498e-05,0.00010452122840432925
0.0328607467129809,0.046927479893074844,1.665710476988438e-05,0.0004360713507879069,0.0003048110885554479,9.665491938020279e-05,5.638203630511829e-05,5.638203630511829e-05,0.0001047094959952197
0.032907757905011284,0.04702244816444239,1.6733964405848014e-05,0.00043676299866625266,0.00030539700656118644,9.682692004690437e-05,5.648237002736089e-05,5.648237002736089e-05,0.0001048958300508131
0.032954284922747636,0.047116443906800566,1.6810642622800632e-05,0.00043744676445728965,0.0003059773073794052,9.699715625280924e-05,5.6581674480805394e-05,5.6581674480805394e-05,0.00010508025260721003
0.0330003333062862,0.047209478195705014,1.688714201968403e-05,0.0004381227462967324,0.00030655205099706283,9.716564812956561e-05,5.667996140891328e-05,5.667996140891328e-05,0.0001052627854736961
0.03304590853844115,0.04730156199298591,1.6963465333406665e-05,0.00043879104117743435,0.00030712129685080467,9.733241560174641e-05,5.6777242434352076e-05,5.6777242434352076e-05,0.0001054434502352253
0.03309101604537251,0.04739270614798856,1.703961543910175e-05,0.0004394517449630863,0.00030768510383238527,9.749747838911479e-05,5.687352906031696e-05,5.687352906031696e-05,0.00010562226825487437
0.03313566119720672,0.04748292139879929,1.7115595350451976e-05,0.0004401049524017428,0.0003082435302940331,9.766085600886268e-05,5.696883267183657e-05,5.696883267183657e-05,0.00010579926067626793
0.0331798493086497,0.0475722183734567,1.7191408220081865e-05,0.0004407507571391748,0.00030879663405375743,9.782256777782328e-05,5.7063164537063586e-05,5.7063164537063586e-05,0.00010597444842597524
0.033223585639592594,0.04766060759114856,1.7267057340018624e-05,0.0004413892517320529,0.00030934447240059745,9.798263281465658e-05,5.7156535808549675e-05,5.7156535808549675e-05,0.00010614785221587798
0.03326687539571037,0.047748099463394235,1.7342546142222667e-05,0.00044202052766096223,0.0003098871020998137,9.81410700420091e-05,5.7248957524505314e-05,5.7248957524505314e-05,0.00010631949254550988
0.03330972372905289,0.04783470429521292,1.7417878199188754e-05,0.00044264467534324954,0.00031042457939802257,9.82978981886475e-05,5.7340440610044384e-05,5.7340440610044384e-05,0.00010648938970436816
0.0333521357386291,0.0479204322862777,1.749305722461899e-05,0.0004432617841457063,0.000310956960028273,9.845313579156647e-05,5.7430995878413776e-05,5.7430995878413776e-05,0.00010665756377419702
0.033394116470983934,0.04800529353205547,1.756808707416876e-05,0.0004438719423970874,0.0003114842992150673,9.860680119807087e-05,5.7520634032208014e-05,5.7520634032208014e-05,0.00010682403463124346
0.033435670920768094,0.048089298024932954,1.7642971746266927e-05,0.00044447523740046854,0.00031200665167932317,9.875891256783253e-05,5.760936566456898e-05,5.760936566456898e-05,0.00010698882194848525
0.03347680403130093,0.04817245565532892,1.7717715383011513e-05,0.00044507175544544335,0.0003125240716432812,9.890948787492192e-05,5.769720126037113e-05,5.769720126037113e-05,0.00010715194519783212
0.03351752069512622,0.04825477621279243,1.779232227114225e-05,0.0004456615818201613,0.00031303661283535423,9.905854490981436e-05,5.778415119739172e-05,5.778415119739172e-05,0.00010731342365229892
0.033557825754561094,0.04833626938708751,1.78667968430914e-05,0.00044624480082320966,0.0003135443284949209,9.92061012813718e-05,5.787022574746689e-05,5.787022574746689e-05,0.00010747327638815281
0.033597724002237955,0.04841694476926426,1.7941143678114287e-05,0.00044682149577533883,0.0003140472713770624,9.935217441879926e-05,5.795543507763291e-05,5.795543507763291e-05,0.00010763152228703255
0.03363722018163971,0.04849681185271629,1.8015367503501104e-05,0.0004473917490310342,0.00031454549375724365,9.949678157357734e-05,5.8039789251253455e-05,5.8039789251253455e-05,0.00010778818003804214
0.0336763189876281,0.04857588003422487,1.808947319587155e-05,0.00044795564198993587,0.0003150390474359378,9.963993982136963e-05,5.8123298229132286e-05,5.8123298229132286e-05,0.00010794326813981712
0.03371502506696521,0.048654158614989645,1.8163465782553978e-05,0.0004485132551081064,0.00031552798374319456,9.978166606390645e-05,5.82059718706121e-05,5.82059718706121e-05,0.00010809680490256534
0.03375334301882842,0.04873165680164613,1.823735044305074e-05,0.0004490646679091502,0.00031601235354315337,9.992197703084386e-05,5.8287819934658926e-05,5.8287819934658926e-05,0.00010824880845008087
0.033791277395318564,0.048808383707269906,1.8311132510591578e-05,0.0004496099589951834,0.0003164922072384996,0.00010006088928159927,5.836885208093291e-05,5.836885208093291e-05,0.00010839929672173257
0.033828719889629995,0.0488841201555575,1.8384595157932755e-05,0.000450147587111774,0.0003169661662627172,0.0001001980060724639,5.8448836875603945e-05,5.8448836875603945e-05,0.00010854783991183591
0.03386552700215145,0.04895857575290076,1.8457447903921153e-05,0.00045067550984447864,0.0003174324042629603,0.00010033280174047627,5.852746768194449e-05,5.852746768194449e-05,0.00010869386855218265
0.03390167246776518,0.049031697215255625,1.8529626429909486e-05,0.00045119337147981405,0.00031789057701861933,0.00010046517990953899,5.860468828056441e-05,5.860468828056441e-05,0.00010883727823533392
0.03393716948734755,0.049103511090466,1.86011439819335e-05,0.0004517013826300646,0.00031834084007643064,0.00010059518873340236,5.868052676115138e-05,5.868052676115138e-05,0.00010897812112785258
0.033972031012565664,0.04917404342693024,1.8672013778344022e-05,0.0004521997496774423,0.00031878334618567415,0.00010072287545896482,5.875501068439615e-05,5.875501068439615e-05,0.00010911644841387858
0.03400626975065431,0.049243319783145764,1.87422490104801e-05,0.0004526886748597486,0.00031921824534933267,0.00010084828644362356,5.882816709211375e-05,5.882816709211375e-05,0.00010925231031392555
0.03403989816909962,0.049311365237067875,1.8811862843463437e-05,0.00045316835635427513,0.00031964568487430247,0.00010097146717228745,5.890002251716768e-05,5.890002251716768e-05,0.00010938575610331141
0.034072928500231296,0.0493782043952864,1.888086841711373e-05,0.00045363898835997884,0.0003200658094206698,0.00010109246227405856,5.8970602993200835e-05,5.8970602993200835e-05,0.00010951683413023012
0.03410537274572513,0.04944386140202341,1.8949278846984878e-05,0.0004541007611779655,0.0003204787610500727,0.00010121131553858826,5.903993406417649e-05,5.903993406417649e-05,0.00010964559183347064
0.03413724268101736,0.04950835994795556,1.9017107225521903e-05,0.00045455386129031707,0.00032088467927316014,0.00010132806993211429,5.9108040793733345e-05,5.9108040793733345e-05,0.00010977207575979051
0.034168549859632726,0.04957172327886401,1.9084366623338868e-05,0.0004549984714372938,0.00032128370109616784,0.00010144276761318426,5.917494777435749e-05,5.917494777435749e-05,0.00010989633158094963
0.03419930561742764,0.0496339742041155,1.91510700906179e-05,0.0004554347706929454,0.00032167596106662364,0.000101555449948072,5.924067913637534e-05,5.924067913637534e-05,0.00011001840411041136
0.03422952107675016,0.04969513510497734,1.921723065862978e-05,0.0004558629345391631,0.00032206159131819813,0.00010166615752589219,5.930525855677045e-05,5.930525855677045e-05,0.00011013833731971656
0.034259207150518244,0.04975522794276975,1.9282861341376695e-05,0.0004562831349382023,0.0003224407216147173,0.00010177493017341872,5.9368709267827594e-05,5.9368709267827594e-05,0.00011025617435453698
0.03428837454621795,0.049814274266858326,1.9347975137357695e-05,0.000456695540403708,0.0003228134793933474,0.00010188180696961283,5.943105406560749e-05,5.943105406560749e-05,0.00011037195755041392
0.03431703376982291,0.049872295222489677,1.9412585031457784e-05,0.0004571003160702722,0.0003231799898069719,0.00010198682625986554,5.94923153182549e-05,5.94923153182549e-05,0.00011048572844818769
0.03434519512963664,0.049929311558473154,1.9476703996961595e-05,0.00045749762376155306,0.0003235403757657688,0.0001020900256699609,5.955251497414386e-05,5.955251497414386e-05,0.00011059752780912433
0.034372868740059084,0.049985343634711576,1.9540344997692685e-05,0.00045788762205698386,0.00032389475797800764,0.00010219144211976401,5.9611674569862347e-05,5.9611674569862347e-05,0.00011070739562974437
0.0344000645252788,0.05004041142958353,1.9603520990279772e-05,0.00045827046635710066,0.0003242432549900748,0.00010229111183663974,5.966981523803985e-05,5.966981523803985e-05,0.00011081537115635974
0.03442679222289225,0.050094534547180325,1.9666244926551288e-05,0.0004586463089475158,0.0003245859832257441,0.00010238907036860685,5.972695771502067e-05,5.972695771502067e-05,0.00011092149289932412
0.03445306138745136,0.05014773222439996,1.972852975605977e-05,0.00045901529906156486,0.000324923057024703,0.00010248535259723237,5.978312234838555e-05,5.978312234838555e-05,0.00011102579864700176
0.034478881393940924,0.05020002333790096,1.9790388428737856e-05,0.0004593775829416525,0.00032525458868034967,0.00010257999275027113,5.983832910432483e-05,5.983832910432483e-05,0.00011112832547946042
0.03450426144118695,0.050251426410918607,1.9851833897687593e-05,0.0004597333038993247,0.000325580688476871,0.0001026730244140553,5.9892597574865596e-05,5.9892597574865596e-05,0.00011122910978189327
0.03452921055519731,0.050301959619946005,1.991287912210524e-05,0.00046008260237409137,0.0003259014647256162,0.00010276448054563812,5.994594698495558e-05,5.994594698495558e-05,0.00011132818725777465
0.034553737592436004,0.05035164080128268,1.9973537070343544e-05,0.0004604256159910247,0.0003262170238007762,0.000102854393484697,5.999839619940659e-05,5.999839619940659e-05,0.00011142559294175511
0.034577851243032115,0.05040048745745299,2.0033820723113907e-05,0.00046076247961715906,0.00032652747017438235,0.00010294279496519973,6.0049963729699844e-05,6.0049963729699844e-05,0.00011152136121229973
0.03460156003392486,0.05044851676349674,2.009374307683087e-05,0.00046109332541671336,0.000326832906450635,0.0001030297161268389,6.010066774065603e-05,6.010066774065603e-05,0.00011161552580407551
0.034624872331945715,0.05049574557313443,2.0153317147101548e-05,0.0004614182829051629,0.00032713343339957357,0.00010311518752623834,6.0150526056972375e-05,6.0150526056972375e-05,0.00011170811982009156
0.03464779634683894,0.050542190424809494,2.0212555972362785e-05,0.00046173747900218106,0.00032742914999010065,0.00010319923914793567,6.019955616962914e-05,6.019955616962914e-05,0.000111799175743597
0.03467034013422157,0.050587867547609564,2.027147261766905e-05,0.00046205103808347447,0.00032772015342236887,0.00010328190041514556,6.0247775242168245e-05,6.0247775242168245e-05,0.00011188872544974105
0.03469251159848398,0.05063279286706931,2.0330080178634033e-05,0.00046235908203153366,0.00032800653915954404,0.00010336320020030758,6.029520011684609e-05,6.029520011684609e-05,0.00011197680021699991
0.034714318495632175,0.050676982010856665,2.0388391785529436e-05,0.00046266173028532067,0.0003282884009589535,0.00010344316683542237,6.034184732066305e-05,6.034184732066305e-05,0.00011206343073837426
0.034735768436072796,0.05072045031434498,2.044642060754427e-05,0.00046295909988891526,0.0003285658309026309,0.00010352182812218022,6.03877330712718e-05,6.03877330712718e-05,0.00011214864713236192
0.034756868887342036,0.050763212826072775,2.050417985720831e-05,0.0004632513055391399,0.0003288389194272669,0.00010359921134188611,6.04328732827669e-05,6.04328732827669e-05,0.00011223247895370998
0.03477762717677932,0.05080528431309359,2.056168279498352e-05,0.00046353845963218436,0.00032910775535357833,0.00010367534326518437,6.0477283571357555e-05,6.0477283571357555e-05,0.00011231495520394976
0.03479805049414695,0.05084667926621757,2.0618942734027485e-05,0.00046382067230925003,0.00032937242591510237,0.00010375025016158748,6.0520979260926034e-05,6.0520979260926034e-05,0.0001123961043417198
0.03481814589419663,0.050887411905147034,2.0675973045132893e-05,0.00046409805150123326,0.00032963301678642866,0.00010382395780881173,6.056397538847352e-05,6.056397538847352e-05,0.0001124759542928794
0.03483792029918377,0.050927496183507906,2.073278716184752e-05,0.000464370702972467,0.0003298896121108765,0.00010389649150192424,6.0606286709455814e-05,6.0606286709455814e-05,0.00011255453246041795
0.03485738050133075,0.05096694579377882,2.0789398585779142e-05,0.0004646387303635399,0.00033014229452762956,0.00010396787606230381,6.064792770301056e-05,6.064792770301056e-05,0.00011263186573416249
0.03487653316523985,0.051005774172119975,2.0845820892090212e-05,0.00046490223523321133,0.0003303911451983341,0.00010403813584642015,6.068891257707843e-05,6.068891257707843e-05,0.00011270798050028852
0.03489538483025696,0.05104399450310343,2.0902067735187035e-05,0.00046516131709943933,0.00033063624383317255,0.00010410729475443382,6.072925527341973e-05,6.072925527341973e-05,0.00011278290265063667
0.03491394191278693,0.05108161972434668,2.0958152854608736e-05,0.0004654160734795423,0.0003308776687164201,0.00010417537623862101,6.076896947252893e-05,6.076896947252893e-05,0.00011285665759183945
0.03493221070856132,0.051118662531051455,2.10140900811211e-05,0.00046566659992950754,0.0003311154967314942,0.0001042424033116259,6.0808068598448446e-05,6.0808068598448446e-05,0.00011292927025426141
0.03495019739485969,0.05115513538044923,2.1069893343020924e-05,0.0004659129900824679,0.0003313498033855045,0.00010430839855454389,6.0846565823483946e-05,6.0846565823483946e-05,0.00011300076510075591
0.03496790803268513,0.05119105049615541,2.112557667265651e-05,0.0004661553356863608,0.00033158066283331324,0.00010437338412483948,6.088447407282303e-05,6.088447407282303e-05,0.00011307116613524279
0.03498534856889489,0.05122641987243374,2.118115421317016e-05,0.000466393726640787,0.0003318081479011134,0.00010443738176410042,6.092180602905858e-05,6.092180602905858e-05,0.00011314049691110882
0.035002524838286905,0.05126125527837268,2.1236640225468805e-05,0.00046662825103308556,0.0003320323301095341,0.00010450041280563322,6.095857413661938e-05,6.095857413661938e-05,0.00011320878053943601
0.03501944256564333,0.05129556826197537,2.1292049095429035e-05,0.00046685899517363963,0.0003322532796962802,0.00010456249818190086,6.099479060610884e-05,6.099479060610884e-05,0.00011327603969705928
0.03503610736773137,0.05132937015416479,2.1347395341343088e-05,0.0004670860436304313,0.0003324710656383161,0.0001046236584318075,6.103046741855437e-05,6.103046741855437e-05,0.00011334229663445814
0.035052524755262805,0.05136267207270561,2.1402693621612437e-05,0.00046730947926285754,0.00033268575567359953,0.00010468391370783177,6.106561632956853e-05,6.106561632956853e-05,0.00011340757318348443
0.035068700134812454,0.05139548492604454,2.1457958742695966e-05,0.00046752938325482436,0.0003328974163223751,0.00010474328378301228,6.110024887342383e-05,6.110024887342383e-05,0.00011347189076492998
0.03508463881069675,0.05142781941707044,2.151320566731993e-05,0.00046774583514713395,0.0003331061129080346,0.00010480178805778761,6.113437636704277e-05,6.113437636704277e-05,0.0001135352703959366
0.035100345986812956,0.05145968604679583,2.156844952295698e-05,0.00046795891286917834,0.0003333119095775516,0.00010485944556669418,6.116800991390495e-05,6.116800991390495e-05,0.00011359773269725205
0.03511582676843985,0.0514910951179613,2.1623705610581872e-05,0.0004681686927699546,0.0003335148693214985,0.00010491627498492385,6.120116040787225e-05,6.120116040787225e-05,0.00011365929790033419
0.035131086164000645,0.0515220567385643,2.1678989413711786e-05,0.0004683752496484149,0.000333715053993653,0.00010497229463474486,6.123383853693451e-05,6.123383853693451e-05,0.00011371998585430696
0.03514612908678876,0.05155258082531356,2.173431660773915e-05,0.0004685786567831665,0.0003339125243302019,0.00010502752249178813,6.126605478687642e-05,6.126605478687642e-05,0.0001137798160327705
0.03516096035665729,0.05158267710701097,2.1789703069565373e-05,0.0004687789859615333,0.0003341073399685489,0.0001050819761912015,6.129781944486754e-05,6.129781944486754e-05,0.00011383880754046832
0.03517558470167279,0.05161235512786177,2.184516488754394e-05,0.0004689763075079938,0.00033429955946573473,0.000105135673033675,6.13291426029771e-05,6.13291426029771e-05,0.00011389697911981461
0.035190006759734146,0.05164162425071501,2.1900718371741664e-05,0.0004691706903120079,0.00033448924031647466,0.00010518862999133923,6.136003416161456e-05,6.136003416161456e-05,0.0001139543491572842
0.035204231080157015,0.05167049366023508,2.195638006452701e-05,0.0004693622018552452,0.00033467643897082346,0.00010524086371353924,6.13905038328979e-05,6.13905038328979e-05,0.00011401093568966753
0.03521826212522485,0.051698972366006235,2.2012166751494847e-05,0.00046955090823822833,0.0003348612108514721,0.00010529239053248673,6.142056114395059e-05,6.142056114395059e-05,0.00011406675641019398
0.035232104271706845,0.05172706920557084,2.206809547273695e-05,0.0004697368742064023,0.00033504361037068415,0.00010534322646879296,6.145021544012924e-05,6.145021544012924e-05,0.00011412182867452574
0.03524576181234364,0.051754792847403114,2.2124183534468117e-05,0.0004699201631756432,0.0003352236909468793,0.00010539338723688447,6.14794758881826e-05,6.14794758881826e-05,0.00011417616950662487
0.03525923895730138,0.051782151793819446,2.2180448521017738e-05,0.00047010083725721797,0.00033540150502086945,0.00010544288825030391,6.150835147934396e-05,6.150835147934396e-05,0.00011422979560449592
0.03527253983559479,0.05180915438382654,2.2236908307197124e-05,0.00047027895728220676,0.0003355771040717553,0.00010549174462689898,6.153685103235775e-05,6.153685103235775e-05,0.00011428272334580724
0.03528566849647981,0.05183580879590876,2.2293581071053058e-05,0.0004704545828254004,0.000335750538632489,0.000105539971193901,6.156498319644225e-05,6.156498319644225e-05,0.00011433496879339278
0.03529862891081654,0.051862123050755764,2.2350485307018223e-05,0.0004706277722286828,0.00033592185830511035,0.00010558758249289572,6.159275645418917e-05,6.159275645418917e-05,0.00011438654770063705
0.035311424972403034,0.05188810501393181,2.240763983946955e-05,0.00047079858262391117,0.00033609111177566284,0.00010563459278468864,6.162017912440171e-05,6.162017912440171e-05,0.00011443747551674606
0.03532406049928054,0.05191376239848782,2.2465063836705747e-05,0.00047096706995530395,0.0003362583468287947,0.00010568101605406698,6.164725936487241e-05,6.164725936487241e-05,0.00011448776739190591
0.03533653923501082,0.05193910276751747,2.2522776825355397e-05,0.00047113328900134894,0.00033642361036205357,0.00010572686601446042,6.167400517510192e-05,6.167400517510192e-05,0.00011453743818233215
0.03534886484992613,0.051964133536658394,2.258079870522755e-05,0.00047129729339624005,0.00033658694839987946,0.00010577215611250301,6.17004243989601e-05,6.17004243989601e-05,0.00011458650245521162
0.035361040942352415,0.05198886197653979,2.263914976461668e-05,0.0004714591356508552,0.0003367484061073029,0.00010581689953249795,6.172652472729047e-05,6.172652472729047e-05,0.00011463497449353945
0.03537307103980634,0.05201329521517754,2.2697850696074425e-05,0.0004716188671732849,0.00033690802780335366,0.0001058611092007879,6.175231370045961e-05,6.175231370045961e-05,0.00011468286830085359
0.03538495860016676,0.05203744024031785,2.2756922612660597e-05,0.0004717765382889221,0.0003370658569741885,0.00010590479779003244,6.177779871085226e-05,6.177779871085226e-05,0.00011473019760586848
0.03539670701282101,0.05206130390173074,2.2816387064686373e-05,0.0004719321982601233,0.0003372219362859405,0.00010594797772339501,6.180298700531376e-05,6.180298700531376e-05,0.00011477697586701128
