time,H,He,C,N,O,Ne,Mg,Si,Fe
27201089.995042186,0.08988170799379948,0.049778699554184416,0.0033682607010711266,0.0004274798050046386,0.006177097883850846,0.0009075996914930587,0.0002051474170556215,0.0007226925604400271,0.0005102064444710363
27456457.024003312,0.09025265655395757,0.0499412421286817,0.003370932883314677,0.000428747779766228,0.006183845922396036,0.0009085458149142332,0.00020550603996494611,0.0007249711527381997,0.0005125128425991938
27714221.46863752,0.09062428620663811,0.050104001191031845,0.0033735718669931944,0.000430016514948844,0.006190366035792235,0.0009094450643384994,0.0002058558005374293,0.0007272471875160785,0.0005148321922821932
27974405.836164888,0.09098278267726874,0.05026092078800132,0.003376083071719726,0.00043123874866271805,0.006196449538022816,0.0009102710716675231,0.00020618492173273272,0.0007294328319797989,0.0005170732188872668
28258234.261823192,0.09134408197666756,0.05041895507608783,0.003378583901447981,0.00043246846116866736,0.006202436946023857,0.0009110753961653947,0.00020651045426951222,0.0007316149755074396,0.0005193217677777892
28564227.43205917,0.09171776436020054,0.05058227229674883,0.0033811451504972903,0.0004337379196695998,0.006208552656876312,0.000911893321161392,0.00020684320043496513,0.0007338397215962206,0.0005216226171882351
28873534.037216928,0.0920922474931568,0.05074580167882621,0.0033836887406477442,0.0004350076394478879,0.006214628656368147,0.0009127040965250831,0.00020717354860168494,0.0007360338809836124,0.0005238992364650141
29186189.956695255,0.09246755689349784,0.050909548898510314,0.0033862144103728193,0.0004362775940766931,0.006220664352614951,0.000913507636816794,0.00020750148032998642,0.0007381969551915942,0.000526151237594237
29502231.45841159,0.09284369936741124,0.05107351348871386,0.0033887218335674086,0.00043754773872434514,0.006226659000655927,0.0009143038248538303,0.00020782695901279402,0.0007403284222856759,0.0005283781948771021
29821695.20300901,0.09322068129968675,0.05123769481008125,0.0033912106789283332,0.0004388180274772271,0.006232611843485321,0.0009150925414061187,0.0002081499472014283,0.0007424277541505037,0.0005305796770687153
30144618.248109102,0.0935985080012992,0.05140209183763936,0.003393680607798661,0.0004400884127146357,0.006238522106935425,0.0009158736641238,0.00020847040598339446,0.0007444944158170291,0.000532755246184585
30471038.052610256,0.09397718379758634,0.05156670318923112,0.0033961312744175357,0.0004413588451852762,0.006244389000272688,0.0009166470676676287,0.0002087882950618367,0.000746527865490895,0.0005349044576098728
30800992.481033117,0.09435671323202281,0.0517315275181606,0.0033985623297937144,0.00044262927514070194,0.006250211725400155,0.0009174126256512727,0.0002091035738919648,0.0007485275556373491,0.0005370268621712576
31134519.807912737,0.09473710134910199,0.05189656360518609,0.0034009734225872506,0.00044389965259615874,0.006255989478954277,0.0009181702110877371,0.0002094162019449164,0.0007504929331931384,0.0005391220065879808
31471658.722238634,0.09511835367022059,0.052061810350283094,0.0034033641989935685,0.0004451699273004906,0.006261721452032427,0.000918919696337033,0.00020972613868070866,0.00075242343948704,0.0005411894333822889
31812448.331942335,0.095500476653288,0.05222726692232803,0.003405734304198586,0.00044644004916429773,0.00626740683365168,0.0009196609538394239,0.00021003334397947456,0.0007543185106182126,0.000543228681640627
32156928.168434113,0.09588347484295058,0.05239293182834598,0.0034080833730829436,0.00044770996555244563,0.006273044788674239,0.0009203938514732693,0.0002103377754370788,0.0007561775746984682,0.0005452392819511895
32505138.19118855,0.09626734363760614,0.05255880055174505,0.0034104110066869786,0.00044897961442349186,0.006278634401914668,0.0009211182407933003,0.00021063938150768258,0.0007580000449410226,0.000547220743628311
32857118.79237975,0.09665209088872094,0.05272487260358385,0.0034127168423374265,0.0004502489447871438,0.006284174844693733,0.0009218339920998046,0.00021093812196437085,0.0007597853400668367,0.0005491725926700443
33212910.80156708,0.09703773356485546,0.052891150433077225,0.003415000542771207,0.0004515179135358996,0.006289665349010367,0.0009225409890064084,0.0002112339647339923,0.0007615328810846982,0.0005510943658389225
33572555.490430966,0.09742427821232438,0.05305763304809871,0.0034172617326220507,0.0004527864669242142,0.006295105056700387,0.0009232390966893316,0.00021152686737955804,0.0007632420727183781,0.0005529855762306786
33936094.577560656,0.09781173124377916,0.053224319373761576,0.003419500031803123,0.00045405455030902883,0.006300493098723239,0.0009239281785846931,0.00021181678684403392,0.0007649123130947012,0.0005548457313280515
34303570.233293496,0.09820009858683793,0.053391208137313746,0.0034217150543252865,0.00045532210780906195,0.0063058285923584135,0.0009246080958036909,0.00021210367911292662,0.0007665429933499212,0.0005566743323319821
34675025.084606655,0.09858938632547498,0.05355829807714087,0.0034239064103400085,0.0004565890829046512,0.006311110646060412,0.0009252787081601564,0.00021238749981745346,0.0007681334981761889,0.0005584708752392387
35050502.220061764,0.0989796001706707,0.05372558776954811,0.003426073704378748,0.0004578554179282691,0.006316338355280383,0.0009259398732964051,0.00021266820372841817,0.0007696832052582291,0.0005602348498595515
35430045.19480345,0.09936824756067254,0.05389200760905101,0.003428202966486113,0.0004591130044703816,0.00632147803839363,0.0009265873218718151,0.00021294398246201658,0.0007711820246325798,0.0005619548302141
35818664.206057,0.09936898489170312,0.05389224832946868,0.0034282053617141497,0.00045911370307855895,0.006321483727060217,0.0009265885194858334,0.0002129446810701939,0.0007711827232407571,0.0005619561276292864
36223484.55879397,0.09973074160698175,0.05409457519087466,0.003429098618074678,0.0004632579583401311,0.006323843525568937,0.0009272819045824289,0.00021334915570987454,0.0007715871978804377,0.0005627072948172647
36632880.16640505,0.10009304600258191,0.05429706531519008,0.0034300044681731135,0.000467397647966359,0.006326207680684178,0.0009279761670434336,0.00021375414214546066,0.0007719921843160238,0.0005634594124833532
37046902.73814099,0.10045590624009859,0.05449971712884659,0.003430923101481566,0.00047153252780783063,0.00632857627778707,0.0009286713149025458,0.0002141596450632761,0.0007723976872338394,0.0005642124893307248
37465604.56766736,0.10081932785466623,0.05470252814295913,0.003431854700676057,0.00047566234798768393,0.0063309493822985945,0.0009293673518558076,0.0002145656666193455,0.0007728037087899088,0.0005649665293634251
37889038.53966973,0.10118331630492954,0.054905495785231635,0.003432799449936341,0.0004797868552849205,0.006333327059356269,0.0009300642814026694,0.00021497220885501487,0.000773210251025578,0.0005657215363725254
38317258.13653294,0.10154787737091281,0.05510861752924879,0.003433757536254743,0.00048390579347833953,0.006335709376886956,0.0009307621074914833,0.0002153792740734897,0.0007736173162440529,0.0005664775146354072
38750317.44509657,0.10191301537247031,0.05531189031223596,0.003434729143665269,0.0004880189016252149,0.006338096391865003,0.0009314608316250584,0.00021578686315140843,0.0007740249053219716,0.0005672344657801134
39188271.16348632,0.10227873301331193,0.05551531048352365,0.003435714452753563,0.00049212591387987,0.0063404881491120856,0.0009321604526065559,0.00021619497539061527,0.0007744330175611785,0.000567992388510069
39631174.6080227,0.10264503294551844,0.05571887431470377,0.0034367136457560347,0.0004962265609420818,0.006342884693371016,0.0009328609690798949,0.00021660361000006308,0.0007748416521706263,0.0005687512813561863
40079083.72020813,0.10301191832349027,0.055922578179855395,0.0034377269083763003,0.0005003205705476851,0.006345286073582847,0.0009335623804287316,0.00021701276662021784,0.0007752508087907811,0.0005695111436507594
40532055.07379224,0.10337939178877087,0.05612641822348368,0.0034387544265044446,0.0005044076664721413,0.006347692335057869,0.0009342646851267704,0.00021742244436074047,0.0007756604865313037,0.0005702719737403015
40990145.881917775,0.10374745690032584,0.05633039082683427,0.0034397963908805278,0.0005084875698508261,0.006350103530513851,0.0009349678830601133,0.00021783264315519045,0.0007760706853257537,0.0005710337715014228
41453414.004346944,0.10411611702688398,0.05653449224562757,0.0034408529935137156,0.0005125599980943468,0.0063525197115335795,0.0009356719737273425,0.00021824336271107414,0.0007764814048816374,0.0005717965363909211
41921917.95476944,0.10448537575503611,0.056738718742644696,0.0034419244290255207,0.0005166246652396933,0.006354940931716816,0.0009363769569015728,0.00021865460289604183,0.0007768926450666051,0.000572560268163004
42395716.908193015,0.10485523768441277,0.05694306684667915,0.003443010897250624,0.00052068128266782,0.00635736725281869,0.0009370828339212126,0.00021906636449083177,0.000777304406661395,0.0005733249682676139
42874870.70841799,0.10522568126999832,0.05714752448556135,0.0034441125150326624,0.0005247295333360578,0.006359798535225801,0.0009377895635781233,0.0002194786234573629,0.0007777166656279261,0.0005740905920626003
43359439.87559533,0.10559682723032186,0.05735212596661794,0.0034452298633180925,0.0005287692313054209,0.006362235737264907,0.0009384973356547303,0.00021989149050205043,0.0007781295326726137,0.0005748573451455914
43849485.61387138,0.10596865562743399,0.05755685960958164,0.003446363068105498,0.0005328000536420504,0.006364678732417968,0.000939206111388774,0.00022030494301357592,0.0007785429851841391,0.0005756251855241387
44345069.819117755,0.10634104414129175,0.05776168024155656,0.0034475119247986516,0.0005368215766443665,0.006367126604620753,0.0009399156856398483,0.00022071886132670263,0.0007789569034972659,0.0005763938909628026
44846255.086749494,0.10671407489589452,0.05796660936750844,0.003448676894953085,0.0005408335665179512,0.006369580015495683,0.0009406261852526067,0.00022113331943414505,0.0007793713616047083,0.0005771635988766243
45353104.71963122,0.10708768420982236,0.0581716208217528,0.0034498579685054392,0.0005448356474825211,0.006372038502105949,0.0009413375001612736,0.00022154825313086733,0.0007797862953014305,0.0005779341900276799
45865682.736072615,0.10746188731781758,0.058376714133318214,0.003451055393802798,0.0005488275146535064,0.006374502210734212,0.0009420496483940551,0.00022196367293332318,0.0007802017151038864,0.0005787056839465265
46384053.87791433,0.10783674496959739,0.058581903620577934,0.0034522695691175,0.0005528089023565045,0.0063769716391889894,0.0009427627218202031,0.00022237963243190953,0.0007806176746024728,0.0005794781801581869
46908283.61870562,0.10821093916340242,0.05878646205673884,0.00345349634969931,0.0005567655084078516,0.006379438135038887,0.0009434742060806182,0.00022279466491715165,0.000781032707087715,0.0005802489547736366
47442225.107681744,0.10857507753647115,0.058985256389693916,0.003454704474978149,0.0005605982735418526,0.0063818397791999696,0.0009441662442122216,0.0002231983538272536,0.0007814363959978168,0.0005809986627495402
48019406.4087387,0.10895178111807144,0.05919062722264945,0.0034559697236215643,0.0005645446107009915,0.006384325815751091,0.0009448818163345199,0.00022361577089859432,0.0007818538130691575,0.00058177386588203
48603609.6876548,0.10932915732483056,0.05939607741953261,0.003457252599201112,0.0005684791580116427,0.006386817831490002,0.0009455983149889428,0.00022403372844700768,0.0007822717706175709,0.0005825500727576549
49194920.37369285,0.10970721588663214,0.0596016042828622,0.003458553344797064,0.0005724015814433924,0.006389315932479893,0.0009463157487306994,0.00022445223146303243,0.0007826902736335957,0.0005833272926445579
49793424.93544629,0.11008596847104876,0.05980720567326556,0.003459872211969857,0.0005763115446506008,0.006391820240124366,0.0009470341291700315,0.00022487128671930948,0.0007831093288898726,0.0005841055381205011
50399210.89348464,0.11046542035294463,0.06001287728905994,0.003461209433718818,0.000580208701038517,0.0063943308269005525,0.0009477534574405896,0.00022529089487713505,0.0007835289370476984,0.0005848848104136056
51012366.83315072,0.11084557882115614,0.06021861541007052,0.0034625652518116383,0.0005840927016871032,0.006396847781222414,0.0009484737378530933,0.0002257110584510955,0.0007839491006216587,0.0005856651141938179
51632982.41751526,0.11122644034752992,0.06042441270787457,0.003463939875123311,0.0005879631831522016,0.006399371108451112,0.0009491949570536234,0.00022613176965140478,0.000784369811821968,0.0005864464349943923
52261148.400488354,0.11160799467807869,0.060630259580693256,0.003465333492946933,0.0005918197712997322,0.006401900762463184,0.0009499170906677509,0.0002265530142596457,0.0007847910564302089,0.0005872287464096968
52896956.64009062,0.11199024118061049,0.060836149489713165,0.0034667463281199675,0.0005956620967523084,0.0064044367717800595,0.0009506401298522995,0.0002269747871172991,0.0007852128292878623,0.0005880120388596246
53540500.11188581,0.11237319314339164,0.06104208036171005,0.003468178651009493,0.0005994897989192851,0.006406979272737265,0.0009513640882765024,0.00022739709619808414,0.0007856351383686473,0.0005887963271525111
54191872.92257677,0.11275686746577168,0.06124805122250093,0.0034696307460432563,0.0006033025161855662,0.006409528429949533,0.0009520889853759604,0.00022781995283943464,0.000786057995009998,0.0005895816323435906
54851170.323766895,0.11314127292889775,0.0614540583668233,0.003471102873628314,0.000607099874754683,0.006412084345821024,0.0009528148273002956,0.00022824336062863022,0.0007864814027991934,0.0005903679610949539
55518488.72588897,0.11352642044701856,0.06166009870432808,0.003472595303474043,0.0006108814983177048,0.006414647139640551,0.0009535416235628898,0.00022866732511514344,0.0007869053672857067,0.0005911553237127642
56193925.71230345,0.11391231669843273,0.06186616767942859,0.0034741082939239317,0.0006146470019742591,0.006417216898447225,0.0009542693766949089,0.0002290918477754879,0.0007873298899460511,0.000591943722939118
56877580.0535683,0.1142989650270628,0.06207225956482243,0.003475642094906266,0.000618395993041947,0.006419793683990591,0.000954998083708673,0.00022951692686685034,0.0007877549690374136,0.0005927331555373627
57569551.7218824,0.11468636812124203,0.06227836833522207,0.003477196956658295,0.0006221280735492337,0.006422377553402361,0.0009557277404476648,0.00022994255996459557,0.0007881806021351589,0.0005935236170046038
58269941.90570457,0.11507452773907086,0.06248448757685582,0.003478773128856338,0.0006258428399296103,0.006424968557081853,0.0009564583411394026,0.00023036874370144258,0.0007886067858720058,0.0005943151010873197
58978853.02455118,0.1154634494548674,0.06269061203622474,0.0034803708760571665,0.0006295398874727534,0.006427566775320277,0.0009571898861038442,0.00023079547826403352,0.0007890335204345968,0.0005951076081321315
59696388.74397197,0.11585313960124254,0.06289673662091552,0.0034819904677869714,0.0006332188073807526,0.006430172294712634,0.0009579223767854814,0.00023122276449498856,0.0007894608066655517,0.0005959011397039052
60422653.99071034,0.11624354564500129,0.06310283693294376,0.0034836319848746897,0.0006368791302284819,0.006432784748149537,0.0009586557189075034,0.00023165054739950134,0.0007898885895700646,0.0005966955936694288
61157754.96804691,0.11663498101119465,0.06330900796247615,0.0034852966995207145,0.0006405207284296452,0.006435406592430141,0.0009593904124935472,0.00023207911865802687,0.0007903171608285902,0.0005974915117209763
61901799.17132937,0.11702731553245535,0.06351519978860865,0.003486984445485846,0.0006441430491540768,0.006438036862410215,0.0009601262369494559,0.00023250834959064027,0.0007907463917612035,0.000598288654881544
62654895.40369157,0.11742023214385339,0.0637213013830322,0.003488694451990836,0.0006477453574934842,0.0064406731514624485,0.0009608626680002293,0.00023293793437025818,0.0007911759765408215,0.0005990864551865486
63417153.79196521,0.11781399275581371,0.06392739064778481,0.0034904278316867294,0.0006513274620640226,0.006443317520354462,0.0009616001216622592,0.00023336811567310891,0.0007916061578436722,0.0005998853633204143
64188685.80278262,0.11820854516825838,0.06413344284382282,0.0034921846794794117,0.0006548888687741804,0.006445969606905099,0.0009623385036425552,0.0002337988384949482,0.0007920368806655115,0.0006006852771324016
64969604.25887742,0.11860386403313063,0.06433944190598079,0.0034939651801742235,0.0006584291038313606,0.0064486292565879575,0.0009630777631478945,0.00023423007320639612,0.0007924681153769593,0.0006014861415965192
65760023.35558267,0.11899999201864143,0.0645453938811709,0.0034957697422227513,0.0006619477526944296,0.006451296840127129,0.0009638179597449457,0.00023466185455467607,0.0007928998967252393,0.0006022880212433248
66560058.67752991,0.11939691644188552,0.06475128665105012,0.0034975985969869974,0.0006654443431349968,0.006453972301696269,0.0009645590629789682,0.00023509416477452254,0.0007933322069450857,0.0006030908830801825
67369827.21555133,0.11978349148908107,0.06495134262687853,0.0034993997212473807,0.0006688211353021766,0.006456580489676078,0.0009652802668865324,0.00023551486705393492,0.0007937529092244982,0.0006038721873133769
68238575.9942914,0.12018194787480965,0.06515704412101103,0.003501277566307195,0.0006722709866692153,0.006459271510645596,0.0009660230181938452,0.00023594813864986742,0.0007941861808204307,0.0006046768345629659
69118566.42060168,0.12058125706736268,0.06536268206573498,0.003503180726235048,0.000675697495601694,0.0064619709646692005,0.0009667667396394146,0.0002363819761597829,0.0007946200183303461,0.000605482532795666
70009905.01968849,0.12098141725683789,0.06556824587071847,0.0035051094658294676,0.0006791001124416569,0.006464678890118373,0.0009675114158834291,0.0002368163706354581,0.0007950544128060214,0.0006062892653933486
70912738.13521807,0.12138243704453756,0.06577372988293077,0.0035070640994616905,0.0006824783583171325,0.006467395397913049,0.0009682570504431474,0.00023725132412862702,0.0007954893662991903,0.0006070970361663766
71827213.99807401,0.12178432692174625,0.0659791289662275,0.003509044950512069,0.0006858317505945328,0.006470120614079685,0.0009690036497815603,0.00023768684040936797,0.0007959248825799312,0.0006079058521163241
72753482.75069487,0.1221870967740551,0.06618443768559386,0.0035110523432888238,0.0006891598004605607,0.006472854660501723,0.0009697512192525619,0.00023812292260078546,0.0007963609647713487,0.0006087157190432422
73691696.47172412,0.12259075524293328,0.06638965009772453,0.0035130866009803054,0.0006924620122633456,0.006475597649999139,0.0009704997620627492,0.00023855957257339473,0.0007967976147439579,0.0006095266404209452
74642009.20098032,0.12299531074052997,0.06659476008133375,0.003515148048978018,0.0006957378844195176,0.0064783496941630886,0.0009712492809184844,0.00023899679190590698,0.0007972348340764702,0.000610338619181325
75604576.9647467,0.12340077530969164,0.06679976259634918,0.003517237027442585,0.0006989869130165812,0.0064811109331420255,0.0009719997842942995,0.0002394345855417991,0.0007976726277123623,0.0006111516645051246
76579557.80138949,0.12380716119262332,0.06700465256264869,0.003519353880183886,0.0007022085885063789,0.006483881509173498,0.0009727512808582656,0.00023987295853744592,0.0007981110007080092,0.0006119657857827544
77567111.78730407,0.12421447537502056,0.06720942307782915,0.0035214989369647238,0.0007054023904798525,0.006486661524496333,0.0009735037706089975,0.00024031191089203966,0.0007985499530626029,0.0006127809830127144
78567401.06319824,0.12462272272719754,0.0674140664416735,0.003523672523732153,0.0007085677905868189,0.0064894510655905055,0.0009742572499763673,0.0002407514405230053,0.0007989894826935685,0.0006135972523273647
79580589.86071181,0.12503189637806322,0.06761857101244795,0.003525874931374815,0.0007117042433585886,0.006492250128915773,0.0009750116961850855,0.00024119153414475756,0.0007994295763153208,0.0006144145690534762
80606844.52938224,0.12544199134282422,0.06782292565495898,0.00352810646002049,0.0007148111990625845,0.006495058726057814,0.0009757670893882697,0.0002416321801799484,0.0007998702223505116,0.000615232911690259
81646333.56395535,0.1258530214540937,0.06802712526708148,0.003530367474065043,0.0007178881196863683,0.006497877014360912,0.000976523440166574,0.00024207338480062586,0.0008003114269711891,0.0006160522917000886
82699227.63205002,0.12626500244298453,0.06823116525508116,0.003532658347239453,0.0007209344628488632,0.0065007051664005755,0.0009772807620462317,0.00024251515589709285,0.0008007531980676561,0.0006168727237363845
83765699.60217963,0.126677947671362,0.06843504013921964,0.003534979448774518,0.0007239496776978132,0.006503543337062605,0.0009780390645658028,0.00024295749903350934,0.0008011955412040725,0.0006176942181325864
84845924.57213329,0.12709186841239659,0.06863874364425743,0.0035373311443410082,0.0007269332051161537,0.00650639166571332,0.0009787983537305105,0.00024340041771292215,0.0008016384598834854,0.0006185167813943531
85940079.8977246,0.12750677645268665,0.06884226954788296,0.0035397138045317,0.0007298844801275067,0.006509250296281249,0.000979558636237389,0.00024384391584193453,0.0008020819580124978,0.0006193404207768048
87048345.22191128,0.1279226763097708,0.06904560913881219,0.0035421277796091498,0.0007328029244619128,0.006512119317219379,0.000980319906833157,0.00024428799035613276,0.000802526032526696,0.0006201651305888871
88170902.50428857,0.1283395718622406,0.06924875338023741,0.003544573421073198,0.0007356879527767107,0.006514998812663743,0.0009810821590818283,0.0002447326375011909,0.0008029706796717542,0.0006209909038582808
89307936.05096461,0.12875746820850803,0.06945169351553925,0.0035470510877289602,0.0007385389743561185,0.0065178888767801245,0.0009818453883824207,0.00024517785459320313,0.0008034158967637662,0.0006218177356005893
90459632.5448212,0.12917637408340174,0.06965442185610626,0.003549561153567184,0.0007413553953388042,0.006520789632414572,0.000982609595892714,0.0002456236423075409,0.0008038616844781041,0.0006226456270700737
91626181.0761629,0.12959629973565293,0.0698569310872365,0.0035521040008995096,0.0007441366166441787,0.00652370121472376,0.000983374785080318,0.0002460700026669765,0.0008043080448375397,0.0006234745820233112
92807773.17376404,0.1300172152560336,0.07005920066214125,0.0035546798850174975,0.0007468819944258335,0.006526623449673738,0.0009841408940354799,0.00024651689955748764,0.0008047549417280509,0.0006243045333914034
94004602.83631347,0.13043927365164734,0.07026126962903524,0.0035572896588827226,0.0007495910513667368,0.006529557575111902,0.0009849081577992884,0.000246964470086376,0.0008052025122569392,0.000625135735802196
95216866.56426667,0.13086242346897445,0.07046311016092326,0.0035599335147594915,0.0007522631095820584,0.006532503252077124,0.0009856764791630393,0.000247412657548564,0.0008056506997191272,0.0006259680839462595
96444763.39210847,0.13128654230280018,0.07066467114178496,0.00356261141795139,0.0007548974170516401,0.0065354595948559175,0.0009864456455193759,0.00024786133792309363,0.0008060993800936569,0.0006268013474989573
97688494.92103012,0.1317117649530048,0.07086598530048131,0.0035653241728538375,0.0007574934584773137,0.006538427702788529,0.0009872158618712847,0.0002483106307950405,0.0008065486729656037,0.0006276357485468588
98948265.35203052,0.13213810730498537,0.0710670464157655,0.0035680722011573146,0.0007600505988501858,0.006541407758432304,0.000987987139916281,0.00024876054298795505,0.0008069985851585183,0.0006284712997622714
100224281.51944138,0.1325655390624475,0.07126783306052459,0.00357085577815276,0.0007625681522970589,0.006544399588717121,0.0009887594161815303,0.0002492110374760171,0.0008074490796465804,0.0006293079323829581
101516752.924887,0.13299406933863459,0.07146833654397361,0.003573675310808019,0.0007650454631094148,0.006547403325306484,0.0009895326910443476,0.0002496621144793271,0.0008079001566498903,0.0006301456468176767
102825891.77168043,0.13342372827241988,0.07166855490851763,0.003576531278080184,0.0007674818882571933,0.006550419262768255,0.0009903069988704883,0.0002501137940445759,0.0008083518362151391,0.0006309844802959958
104151912.99966562,0.13384445779230925,0.07186382261373478,0.0035793562928223524,0.0007698215477661968,0.00655337668765523,0.0009910642401970936,0.0002505555181517624,0.0008087935603223256,0.0006318048250664851
105560953.10952845,0.1342693252078984,0.07206019694738854,0.0035822385685405243,0.0007721365890028841,0.006556367494124917,0.0009918279248684872,0.0002510010008767419,0.0008092390430473052,0.0006326321501271614
107035894.12785435,0.13470195705335014,0.0722593226237355,0.0035852039891112832,0.0007744448726927382,0.006559417377550703,0.0009926045327165248,0.00025145402212143047,0.0008096920642919937,0.0006334734752958686
108531443.6282326,0.13513561606856256,0.07245808189589338,0.003588207058138316,0.0007767094381833627,0.006562478932017555,0.000993381949136732,0.0002519075150332181,0.0008101455572037813,0.00063431567641776
110047889.56084284,0.1355703134067827,0.07265646593968343,0.0035912482116277093,0.0007789295875794691,0.00656555230911568,0.0009941601768291139,0.00025236148118710746,0.0008105995233576706,0.0006351587564178401
111585523.89922476,0.1360060653696308,0.07285446747295468,0.003594327906197181,0.0007811046202054698,0.006568637700883104,0.0009949392266839275,0.00025281592693574874,0.0008110539691063119,0.0006360027270938882
113144642.69649048,0.13644287829579022,0.07305207582079021,0.0035974465700214556,0.0007832338182157548,0.0065717352232256086,0.0009957190932354124,0.00025327084909078156,0.0008115088912613447,0.0006368475825246634
114725546.14232929,0.1368807614025246,0.0732492811066117,0.0036006046445830058,0.0007853164586891578,0.006574845014998756,0.0009964997755180398,0.000253726247088981,0.0008119642892595442,0.0006376933216641768
116328538.62080415,0.13731971791535863,0.07344607135489209,0.003603802555891944,0.0007873518051512007,0.006577967169578523,0.0009972812626571777,0.0002541821145868114,0.0008124201567573746,0.000638539932731576
117953928.76895635,0.1377597539202385,0.07364243537980966,0.0036070407432778834,0.0007893391158874359,0.0065811018031647125,0.0009980635482455744,0.0002546384478467094,0.0008128764900172727,0.0006393874087856724
119602029.5362307,0.13820087860494928,0.07383836286269455,0.003610319660210007,0.0007912776440976155,0.006584249056650712,0.0009988466307337834,0.0002550952459648314,0.0008133332881353946,0.0006402357481478988
121273158.24473123,0.13864305771518287,0.07403382915519935,0.0036136396231347136,0.000793166593720916,0.006587408736534327,0.0009996304378292087,0.00025555246677049615,0.0008137905089410593,0.0006410848725012763
122967636.65031688,0.13908644626535774,0.07422887125225441,0.0036170015674757273,0.0007950053398494677,0.006590582110338815,0.001000415204476214,0.00025601024731458253,0.0008142482894851458,0.0006419350363688653
124685791.00455013,0.13953100851621,0.07442346372270628,0.0036204058131638177,0.0007967930685872698,0.006593768974666087,0.0010012008556008712,0.00025646854380396587,0.0008147065859745291,0.0006427861584205772
126427952.1175164,0.13997663374778113,0.07461755650492724,0.003623852440763689,0.0007985288866658554,0.00659696854841749,0.0010019871941541175,0.00025692724129335954,0.0008151652834639228,0.0006436380251865941
128194455.42151351,0.14042343388103992,0.07481117207151132,0.0036273422583384773,0.0008002121033576593,0.00660018176901575,0.00100277438452355,0.0002573864356755286,0.0008156244778460918,0.0006444908147534795
129985641.03563881,0.14087140766626613,0.0750042957936102,0.003630875710599666,0.0008018419122218656,0.00660340870155409,0.0010035624070877536,0.0002578461155046473,0.0008160841576752106,0.0006453445058646999
131801853.83127338,0.1413205736881979,0.07519691936238042,0.0036344533110137765,0.0008034175170452016,0.0066066495649670055,0.0010043512742488403,0.00025830628801528125,0.0008165443301858445,0.0006461991119558772
133643443.49848142,0.14177093997760226,0.07538903086644015,0.0036380755431235307,0.0008049381029695023,0.006609904497584713,0.0010051409810720524,0.0002587669503288216,0.0008170049924993848,0.0006470546276810237
135510764.61334255,0.14222251622567122,0.07558061877808625,0.00364174290026509,0.0008064028479840113,0.0066131736513775855,0.0010059315251232227,0.00025922810102533764,0.0008174661431959009,0.0006479110504031247
137404176.7062169,0.1426751551522991,0.0757717486823083,0.0036454571685444683,0.0008078210473326791,0.006616456235826758,0.0010067228196174967,0.0002596896894803308,0.000817927731650894,0.0006487682861052549
139324237.1015348,0.14312858186069882,0.07596263921058774,0.0036492227824100054,0.0008092169518596048,0.00661975082319598,0.0010075148289835718,0.0002601516949438746,0.0008183897371144378,0.0006496262962518364
141271210.9106038,0.1435825718050353,0.07615345158246994,0.0036530431307690648,0.0008106092370718112,0.006623056255148009,0.0010083075014684405,0.00026061408722671467,0.0008188521293972778,0.0006504850247771108
143245392.52710137,0.1440370714343129,0.07634421798806951,0.0036569194351776598,0.000812002171980414,0.006626372333141134,0.0010091008175100416,0.0002610768549176486,0.0008193148970882119,0.0006513444504888452
145247162.16404358,0.14449209267624213,0.07653493735111404,0.003660852372938778,0.0008133957242307552,0.006629699251425163,0.0010098947912938127,0.0002615400062915151,0.0008197780484620783,0.0006522045887545972
147276905.3477001,0.14494764378191685,0.07672560733644465,0.003664842615644817,0.0008147898573732166,0.006633037176976383,0.0010106894309705125,0.0002620035461029233,0.0008202415882734865,0.0006530654484043553
149335012.9918405,0.1454037324681423,0.07691622537533674,0.0036688908394411227,0.0008161845338341532,0.006636386273751503,0.0010114847437595437,0.0002624674785631916,0.0008207055207337548,0.0006539270372591392
151421881.4730231,0.1458603661956346,0.0771067887557479,0.003672997725985854,0.0008175797151730569,0.006639746704844334,0.0010122807364001919,0.0002629318076035696,0.0008211698497741329,0.0006547893626198413
153537912.70693588,0.14631754047981976,0.07729729080549966,0.003677163924534086,0.0008189753510007613,0.006643118542311494,0.001013077396164743,0.00026339652579955775,0.000821634567970121,0.000655652410698105
155683514.22579852,0.14677524831943922,0.0774877239698971,0.0036813900826238167,0.0008203713879063328,0.006646501839926605,0.0010138747061723095,0.0002638616233039716,0.0008220996654745348,0.0006565161632063021
157859099.25685486,0.14723349305687283,0.07767808400971496,0.00368567688791044,0.0008217677816353971,0.006649896732411011,0.0010146726662766377,0.0002643271000314963,0.0008225651422020595,0.000657380619985991
160065086.80195323,0.14769227454289202,0.07786836548373219,0.0036900250232808404,0.000823164483974821,0.00665330332870256,0.0010154712705934793,0.000264792952549654,0.0008230309947202172,0.0006582457746625693
162301901.71824482,0.14815157296847895,0.07805855646961586,0.0036944351143894214,0.000824561427426917,0.006656721587225398,0.0010162704812386799,0.00026525915875935424,0.0008234972009299175,0.0006591115861948699
164569974.80001032,0.148611447581883,0.07824867079199949,0.003698908050400602,0.0008259586187353302,0.006660152077524012,0.0010170703886692419,0.00026572577142718214,0.0008239638135977453,0.0006599781525779789
