H,He,C,N,O,Ne,Mg,Si,Fe
0.2913084283226351,0.139886867359297,0.006491666144091032,0.0013815014041230374,0.009878647971942928,0.0016527809814470022,0.0006054104701050029,0.0012169572455623934,0.0013065917973003706
0.29170136868879476,0.14003173813712322,0.006493544513238569,0.0013823381466736354,0.009883573445798738,0.001653818040259699,0.0006060154210790762,0.0012175621965364667,0.0013077152776807925
0.292123226756465,0.1401872878573569,0.006495562045765573,0.001383235470661616,0.009888861570299475,0.0016549314546090437,0.0006066649127828605,0.0012182116882402509,0.001308921476559249
0.2925508108346932,0.1403449652733269,0.0064976079062469974,0.0013841439533601476,0.00989422163205895,0.001656060014755175,0.0006073232395347704,0.0012188700149921609,0.0013101440833842247
0.2929773607015224,0.14050227672769966,0.006499649781965066,0.001385049188338562,0.009899568880566194,0.0016571858764691339,0.0006079799922012464,0.001219526767658637,0.0013113637669076802
0.2934028794269388,0.1406592224854225,0.0065016877133393155,0.001385951146758926,0.009904903346550383,0.0016583090462029791,0.0006086351745459895,0.00122018195000338,0.0013125805341193458
0.29382737008190735,0.14081580280235428,0.006503721741057995,0.001386849799419391,0.009910225060668302,0.0016594295303933423,0.0006092887903237014,0.0012208355657810919,0.0013137943919922393
0.2942508357384527,0.1409720179252028,0.006505751906080877,0.0013877451167509643,0.009915534053504522,0.0016605473354614642,0.0006099408432801059,0.0012214876187374964,0.0013150053474827047
0.29467328053579184,0.14112786854653026,0.006507778304459988,0.0013886370128669762,0.009920830369487531,0.0016616624707098482,0.0006105913388416631,0.0012221381142990537,0.001316213410668454
0.2950947312969602,0.1412833650518331,0.006509802209121747,0.0013895241991720474,0.009926114349242444,0.0016627750070878214,0.000611240318395481,0.0012227870938528714,0.0013174186584112586
0.2955152356189753,0.14143852674214863,0.006511825991450931,0.0013904042614959209,0.009931386605000625,0.001663885072060564,0.0006118878562962474,0.001223434631753638,0.0013186212287983963
0.2959348181640574,0.14159336317478455,0.006513850873172684,0.0013912759546083535,0.00993664745002702,0.00166499273084419,0.000612533990586696,0.0012240807660440865,0.0013198211924806576
0.2963534815085311,0.1417478744881152,0.006515876950466181,0.001392139180468318,0.009941896909364001,0.0016660979886543817,0.0006131787243093078,0.0012247254997666982,0.0013210185551083653
0.296771228231142,0.14190206081232742,0.006517904320356866,0.0013929938400037657,0.009947135008002941,0.0016672008506955157,0.0006138220604999694,0.0012253688359573599,0.001322213322319594
0.29718806091313194,0.14205592226935937,0.006519933080724199,0.0013938398331025646,0.009952361770884356,0.0016683013221606877,0.0006144640021879862,0.0012260107776453767,0.0013234054997401969
0.29760398213831446,0.1422094589728386,0.006521963330309472,0.0013946770586033617,0.009957577222898051,0.0016693994082317362,0.0006151045523960979,0.0012266513278534885,0.001324595092983833
0.2980189944931502,0.14236267102802003,0.006523995168723676,0.0013955054142863693,0.00996278138888325,0.0016704951140792683,0.0006157437141404916,0.0012272904895978822,0.0013257821076519925
0.2984331005668236,0.14251555853172265,0.0065260286964554425,0.0013963247968640756,0.009967974293628752,0.0016715884448626824,0.0006163814904308166,0.0012279282658882072,0.0013269665493340246
0.2988486192434103,0.14266897682102547,0.006528075442112881,0.0013971396234279767,0.009973185009055523,0.0016726855213818257,0.0006170214517336502,0.0012285682271910407,0.0013281550488964296
0.29926338412261455,0.14282212516079518,0.006530124845594446,0.0013979455098533107,0.009978386360332934,0.001673780622107437,0.0006176602604902568,0.0012292070359476474,0.001329341408015842
0.2996748862973104,0.14297407620389135,0.006532164546505122,0.0013987375329208888,0.009983546875904272,0.0016748671209426225,0.0006182940514774482,0.0012298408269348388,0.001330518448420626
0.3000854923600272,0.1431257029187426,0.006534206348146065,0.001399520156581629,0.009988696226193066,0.0016759512646709119,0.0006189264686522838,0.0012304732441096743,0.0013316929374596062
